film_id,title_raw,title_searchable,director_raw,director_searchable,year,country,genre,film_type,category,actors_raw,actors_searchable,alternate_titles_raw,alternate_titles_searchable
4ce2b6bb7f18c,Zabriskie Point,zabriskie point,,,1970,USA,,Film,Fiction,Mark Frechette | Daria Halprin | Paul Fix,mark frechette | daria halprin | paul fix,,
4ce2b6bb83f08,ZANGIKU MONOGATARI,zangiku monogatari,Kenji Mizoguchi,kenji mizoguchi,1939,Japan,Romance | Drama,Film,Fiction,Shôtarô Hanayagi | Kakuko Mori | Kokichi Takada,shotaro hanayagi | kakuko mori | kokichi takada,TALE OF THE LATE CHRYSANTHEMUMS | The STORY OF THE LAST CHRYSANTHEMUMS | The STORY OF THE LATE CHRYSANTHEMUMS | The STORY OF THE LAST CHRYSANTHEMUM,tale of the late chrysanthemums | the story of the last chrysanthemums | the story of the late chrysanthemums | the story of the last chrysanthemum
4ce2b6bb8e7a6,ZEMLYA,zemlya,,,1930,USSR,,Film,Fiction,Mikola Nademsky | Stepan Shkurat | Semyon Svashenko,mikola nademsky | stepan shkurat | semyon svashenko,EARTH | SONG OF NEW LIFE | ZEMLIA | SOIL,earth | song of new life | zemlia | soil
4ce2b6bb90873,Mirror,mirror,Andrei Tarkovsky,andrei tarkovsky,1974,USSR,Biopic,Film,Fiction,Margarita Terekhova | Ignat Daniltsev | Maria Tarkovskaya,margarita terekhova | ignat daniltsev | maria tarkovskaya,Zerkalo | A White White Day...,zerkalo | a white white day...
4ce2b6bb90b37,ZÉRO DE CONDUITE,zéro de conduite,Jean Vigo,jean vigo,1933,France,Artists' Moving Image,Film,Fiction,Jean Dasté | Robert Le Flon | Du Verron,jean daste | robert le flon | du verron,NOUGHT FOR CONDUCT | ZERO DE CONDUITE  JEUNES DIABLES AU COLLÈGE | NIL FOR CONDUCT | NOUGHT FOR BEHAVIOUR,nought for conduct | zero de conduite  jeunes diables au collège | nil for conduct | nought for behaviour
4ce2b6bba25a9,ZVENIGORA,zvenigora,Alexander Dovzhenko,alexander dovzhenko,1928,USSR,,Film,Fiction,Mikola Nademsky | Semyon Svashenko | Alexander Podorozhni,mikola nademsky | semyon svashenko | alexander podorozhni,,
4ce2b6bba9934,The Birth of a Nation,the birth of a nation,,,1915,USA,Historical drama,Film,Fiction,Henry B. Walthall | Mae Marsh | Violet Wilkey,henry b. walthall | mae marsh | violet wilkey,The Clansman,the clansman
4ce2b6bbaa201,A Corner in Wheat,a corner in wheat,,,1909,USA,Drama,Film,Fiction,Frank Powell | Arthur Johnson | James Kirkwood,frank powell | arthur johnson | james kirkwood,,
4ce2b6bbaaab3,Dream Street,dream street,,,1921,USA,Romance | Drama,Film,Fiction,Carol Dempster | Ralph Graves | Charles Emmett Mack,carol dempster | ralph graves | charles emmett mack,,
4ce2b6bbaea80,Intolerance,intolerance,D.W. Griffith,d.w. griffith,1916,USA,Drama,Film,Fiction,Lillian Gish | Mae Marsh | Fred Turner,lillian gish | mae marsh | fred turner,The Mother and the Law,the mother and the law
4ce2b6bbaed7c,Isn't Life Wonderful,isn't life wonderful,D.W. Griffith,d.w. griffith,1924,USA,War | Drama,Film,Fiction,Carol Dempster | Neil Hamilton | Helen Lowell,carol dempster | neil hamilton | helen lowell,Dawn,dawn
4ce2b6bbb108f,The Musketeers of Pig Alley,the musketeers of pig alley,,,1912,USA,,Film,Fiction,Lillian Gish | Elmer Booth | Walter Miller,lillian gish | elmer booth | walter miller,,
4ce2b6bbb8b86,The Circus,the circus,Charles Chaplin,charles chaplin,1928,USA,Comedy,Film,Fiction,Charles Chaplin | Merna Kennedy | Betty Morrissey,charles chaplin | merna kennedy | betty morrissey,,
4ce2b6bbb8e51,City Lights,city lights,Charles Chaplin,charles chaplin,1931,USA,Comedy,Film,Fiction,Virginia Cherrill | Florence Lee | Harry Myers,virginia cherrill | florence lee | harry myers,,
4ce2b6bbb9165,A Countess from Hong Kong,a countess from hong kong,,,1967,United Kingdom,Comedy,Film,Fiction,Marlon Brando | Sophia Loren | Sydney Chaplin,marlon brando | sophia loren | sydney chaplin,,
4ce2b6bbb9747,A Dog's Life,a dog's life,,,1918,USA,Comedy,Film,Fiction,Charles Chaplin | Edna Purviance | Tom Wilson,charles chaplin | edna purviance | tom wilson,,
4ce2b6bbbab86,The Gold Rush,the gold rush,Charles Chaplin,charles chaplin,1925,USA,Comedy,Film,Fiction,Charles Chaplin | Mack Swain | Tom Murray,charles chaplin | mack swain | tom murray,,
4ce2b6bbbae8c,The Great Dictator,the great dictator,,,1940,USA,Comedy,Film,Fiction,Charles Chaplin | Jack Oakie | Reginald Gardiner,charles chaplin | jack oakie | reginald gardiner,,
4ce2b6bbbc04e,The Immigrant,the immigrant,,,1917,USA,Comedy,Film,Fiction,Charles Chaplin | Edna Purviance | Eric Campbell,charles chaplin | edna purviance | eric campbell,L' Emigrant | Charlot Emigrant,l' emigrant | charlot emigrant
4ce2b6bbbc8e5,The Kid,the kid,Charles Chaplin,charles chaplin,1921,USA,Comedy,Film,Fiction,Carl Miller | Edna Purviance | Jackie Coogan,carl miller | edna purviance | jackie coogan,"The Kid  A Picture with a Smile - And Perhaps, A Tear","the kid  a picture with a smile - and perhaps, a tear"
4ce2b6bbbcb9e,Kid Auto Races at Venice,kid auto races at venice,Henry Lehrman,henry lehrman,1914,USA,Comedy | Sport,Film,Fiction,Charles Chaplin | Henry Lehrman | Frank D. Williams,charles chaplin | henry lehrman | frank d. williams,"Kid Auto Races at Venice, Cal. | The Pest | Take My Picture | Kids Auto Race","kid auto races at venice, cal. | the pest | take my picture | kids auto race"
4ce2b6bbbce8d,A King in New York,a king in new york,,,1957,United Kingdom,Comedy,Film,Fiction,Charles Chaplin | Dawn Addams | Oliver Johnston,charles chaplin | dawn addams | oliver johnston,,
4ce2b6bbbdd5d,Limelight,limelight,Charles Chaplin,charles chaplin,1951,USA,Drama,Film,Fiction,Charles Chaplin | Claire Bloom | Nigel Bruce,charles chaplin | claire bloom | nigel bruce,,
4ce2b6bbbf1e2,Modern Times,modern times,Charles Chaplin,charles chaplin,1936,USA,Comedy,Film,Fiction,Charles Chaplin | Paulette Goddard | Henry Bergman,charles chaplin | paulette goddard | henry bergman,Tiempos Modernos,tiempos modernos
4ce2b6bbbf7eb,Monsieur Verdoux,monsieur verdoux,,,1947,USA,Comedy,Film,Fiction,Charles Chaplin | Mady Correll | Allison Roddan,charles chaplin | mady correll | allison roddan,,
4ce2b6bbc1269,The Rink,the rink,,,1916,USA,Comedy,Film,Fiction,Charles Chaplin | Edna Purviance | James T. Kelly,charles chaplin | edna purviance | james t. kelly,Charlot Patine,charlot patine
4ce2b6bbcc359,ABISMOS DE PASIÓN,abismos de pasión,Luis Buñuel,luis bunuel,1954,Mexico,Romance | Drama,Film,Fiction,Irasema Dilián | Jorge Mistral | Lilia Prado,irasema dilian | jorge mistral | lilia prado,CUMBRES BORRASCOSAS | WUTHERING HEIGHTS,cumbres borrascosas | wuthering heights
4ce2b6bbcca5b,ABSCHIED,abschied,,,1930,Germany,Drama,Film,Fiction,Brigitte Horney | Aribert Mog | Emilie Unda,brigitte horney | aribert mog | emilie unda,FAREWELL,farewell
4ce2b6bbd9770,AIEN-KYO,aien-kyo,,,1937,Japan,Drama,Film,Fiction,Fumiko Yamaji | Seizaburô Kawazu | Masao Shimizu,fumiko yamaji | seizaburo kawazu | masao shimizu,The GORGE BETWEEN LOVE AND HATE | AIENKYO | STRAITS OF LOVE AND HATE,the gorge between love and hate | aienkyo | straits of love and hate
4ce2b6bbda06f,L' EMPIRE DES SENS,l' empire des sens,,,1976,France | Japan,Drama,Film,Fiction,Nagisa Oshima | Eiko Matsuda | Tatsuya Fuji,nagisa oshima | eiko matsuda | tatsuya fuji,EMPIRE OF THE SENSES | AI NO CORRIDA | AI NO KORIDA | IN THE REALM OF THE SENSES,empire of the senses | ai no corrida | ai no korida | in the realm of the senses
4ce2b6bbdabaa,Airplane!,airplane!,Jim Abrahams | David Zucker | Jerry Zucker,jim abrahams | david zucker | jerry zucker,1980,USA,Disaster | Comedy | Romance,Film,Fiction,Robert Hays | Julie Hagerty | Kareem Abdul-Jabbar,robert hays | julie hagerty | kareem abdul-jabbar,Kentucky Fried Airplane | Flying High,kentucky fried airplane | flying high
4ce2b6bbe2a40,Alien,alien,Ridley Scott,ridley scott,1979,United Kingdom | USA,Horror | Science Fiction,Film,Fiction,Tom Skerritt | Sigourney Weaver | Veronica Cartwright,tom skerritt | sigourney weaver | veronica cartwright,Alien: The Director's Cut,alien: the director's cut
4ce2b6bbe7343,All That Jazz,all that jazz,Bob Fosse,bob fosse,1979,USA,Musical,Film,Fiction,Roy Scheider | Jessica Lange | Ann Reinking,roy scheider | jessica lange | ann reinking,,
4ce2b6bbe7916,All the President's Men,all the president's men,Alan J. Pakula,alan j. pakula,1976,USA,Drama,Film,Fiction,Dustin Hoffman | Robert Redford | Jack Warden,dustin hoffman | robert redford | jack warden,,
4ce2b6bbec027,AMAR AKBAR ANTHONY,amar akbar anthony,,,1977,India,Comedy | Action and Adventure | Drama,Film,Fiction,Vinod Khanna | Rishi Kapoor | Amitabh Bachchan,vinod khanna | rishi kapoor | amitabh bachchan,,
4ce2b6bbedecf,An American in Paris,an american in paris,Vincente Minnelli,vincente minnelli,1951,USA,Musical,Film,Fiction,Gene Kelly | Leslie Caron | Oscar Levant,gene kelly | leslie caron | oscar levant,,
4ce2b6bbef955,Der AMERIKANISCHE FREUND,der amerikanische freund,Wim Wenders,wim wenders,1978,France | Federal Republic of Germany,Film noir,Film,Fiction,Dennis Hopper | Bruno Ganz | Lisa Kreuzer,dennis hopper | bruno ganz | lisa kreuzer,REGEL OHNE AUSNAHME | L' AMI AMERICAIN | The AMERICAN FRIEND | RULE WITHOUT EXCEPTION,regel ohne ausnahme | l' ami americain | the american friend | rule without exception
4ce2b6bc053b7,Annie Hall,annie hall,,,1977,USA,Comedy,Film,Fiction,Woody Allen | Diane Keaton | Tony Roberts,woody allen | diane keaton | tony roberts,Annie Hall: A Nervous Romance,annie hall: a nervous romance
4ce2b6bc0a3ee,Notes for an African Oresteia,notes for an african oresteia,Pier Paolo Pasolini,pier paolo pasolini,1970,Italy,Documentary,Film,Non Fiction,Pier Paolo Pasolini | Marcello Melio | Donald F. Moye,pier paolo pasolini | marcello melio | donald f. moye,APPUNTI PER UN' ORESTIADE AFRICANA,appunti per un' orestiade africana
4ce2b6bc0b5d2,ETUDE CINÉGRAPHIQUE SUR UNE ARABESQUE,etude cinégraphique sur une arabesque,Germaine Dulac,germaine dulac,1929,France,,Film,Fiction,,,ETUDE CINÉMATOGRAPHIQUE SUR UNE ARABESQUE | ARABESQUES,etude cinématographique sur une arabesque | arabesques
4ce2b6bc0d9f3,L' ARGENT DE POCHE,l' argent de poche,François Truffaut,francois truffaut,1976,France,Drama,Film,Fiction,Nicole Félix | Chantal Mercier | Jean-François Stévenin,nicole felix | chantal mercier | jean-francois stevenin,SPENDING MONEY | SMALL CHANGE | POCKET MONEY,spending money | small change | pocket money
4ce2b6bc12c41,Assault on Precinct 13,assault on precinct 13,John Carpenter,john carpenter,1976,USA,Police drama | Thriller,Film,Fiction,Austin Stoker | Darwin Joston | Laurie Zimmer,austin stoker | darwin joston | laurie zimmer,,
4ce2b6bc1e641,BAB AL-HADID,bab al-hadid,Youssef Chahine,youssef chahine,1958,Egypt,Drama,Film,Fiction,Mike & His Skyrockets | Farid Shawki | Hind Rostom,mike & his skyrockets | farid shawki | hind rostom,BAB AL ADID | CAIRO STATION | CAIRO: CENTRAL STATION | GARE CENTRALE | BAB EL-HADID,bab al adid | cairo station | cairo: central station | gare centrale | bab el-hadid
4ce2b6bc22eef,The Bad News Bears,the bad news bears,,,1976,USA,Comedy,Film,Fiction,Walter Matthau | Tatum O'Neal | Vic Morrow,walter matthau | tatum o'neal | vic morrow,,
4ce2b6bc237b8,Bad Timing,bad timing,Nicolas Roeg,nicolas roeg,1980,United Kingdom,Romance | Drama,Film,Fiction,Art Garfunkel | Theresa Russell | Harvey Keitel,art garfunkel | theresa russell | harvey keitel,Illusions | A Sensual Obsession,illusions | a sensual obsession
4ce2b6bc285f7,Barry Lyndon,barry lyndon,Stanley Kubrick,stanley kubrick,1975,United Kingdom | USA,Period drama,Film,Fiction,Michael Hordern | Ryan O'Neal | Marisa Berenson,michael hordern | ryan o'neal | marisa berenson,The Luck of Barry Lyndon,the luck of barry lyndon
4ce2b6bc30dfd,Behindert,behindert,Stephen Dwoskin,stephen dwoskin,1974,United Kingdom | Federal Republic of Germany,Documentary | Artists' Moving Image,Film,Fiction,Carola Regnier | Stephen Dwoskin,carola regnier | stephen dwoskin,Hindered,hindered
4ce2b6bc32329,Being There,being there,Hal Ashby,hal ashby,1979,USA,Comedy,Film,Fiction,Peter Sellers | Shirley MacLaine | Melvyn Douglas,peter sellers | shirley maclaine | melvyn douglas,,
4ce2b6bc3cc1c,BEZ ZNIECZULENIA,bez znieczulenia,Andrzej Wajda,andrzej wajda,1978,Poland,Drama,Film,Fiction,Zbigniew Zapasiewicz | Ewa Dalkowska | Andrzej Seweryn,zbigniew zapasiewicz | ewa dalkowska | andrzej seweryn,WITHOUT ANAESTHETIC | WITHOUT ANASTHETIC | LOCAL ANAESTHETIC | ROUGH TREATMENT,without anaesthetic | without anasthetic | local anaesthetic | rough treatment
4ce2b6bc41072,The Big Red One,the big red one,Samuel Fuller,samuel fuller,1980,USA,War,Film,Fiction,Robert Carradine | Lee Marvin | Mark Hamill,robert carradine | lee marvin | mark hamill,,
4ce2b6bc4a8f4,Black Moon,black moon,,,1974,France | Federal Republic of Germany,,Film,Fiction,Joe Dallesandro | Thérèse Giehse | Alexandra Stewart,joe dallesandro | therese giehse | alexandra stewart,,
4ce2b6bc5b9e4,Borderline,borderline,Kenneth Macpherson,kenneth macpherson,1930,United Kingdom,Drama,Film,Fiction,Paul Robeson | Eslanda Robeson | Hilda Doolittle,paul robeson | eslanda robeson | hilda doolittle,,
4ce2b6bc6d090,The Brood,the brood,,,1979,Canada,Horror | Medical drama | Science Fiction,Film,Fiction,Oliver Reed | Samantha Eggar | Art Hindle,oliver reed | samantha eggar | art hindle,,
4ce2b6bc7aa91,Le CAMION,le camion,,,1977,France,Romance | Drama,Film,Fiction,Marguerite Duras | Gérard Depardieu,marguerite duras | gerard depardieu,The TRUCK | The LORRY,the truck | the lorry
4ce2b6bc85eae,Il CASANOVA DI FEDERICO FELLINI,il casanova di federico fellini,Federico Fellini,federico fellini,1976,Italy | USA,Biopic | Historical drama,Film,Fiction,Donald Sutherland | Tina Aumont | Cicely Browne,donald sutherland | tina aumont | cicely browne,FELLINI'S CASANOVA,fellini's casanova
4ce2b6bc8b5aa,Ceddo,ceddo,Ousmane Sembène,ousmane sembene,1976,Senegal,Drama,Film,Fiction,Tabara Ndiaye | Alioune Fall | Moustapha Iade,tabara ndiaye | alioune fall | moustapha iade,Outsiders,outsiders
4ce2b6bc8d002,CET OBSCUR OBJET DU DÉSIR,cet obscur objet du désir,Luis Buñuel,luis bunuel,1977,Spain | France,Drama,Film,Fiction,Fernando Rey | Carole Bouquet | Ángela Molina,fernando rey | carole bouquet | angela molina,L'OBSCUR OBJECT DU DESIR | THAT OBSCURE OBJECT OF DESIRE | ESE OSCURO OBJETO DEL DESEO,l'obscur object du desir | that obscure object of desire | ese oscuro objeto del deseo
4ce2b6bca38b4,The Clock,the clock,Vincente Minnelli,vincente minnelli,1945,USA,Romance,Film,Fiction,Judy Garland | Robert Walker | James Gleason,judy garland | robert walker | james gleason,Under the Clock,under the clock
4ce2b6bca4479,Close Encounters of the Third Kind,close encounters of the third kind,Steven Spielberg,steven spielberg,1977,USA,Science Fiction,Film,Fiction,Richard Dreyfuss | François Truffaut | Teri Garr,richard dreyfuss | francois truffaut | teri garr,Watch the Skies,watch the skies
4ce2b6bcc7466,DAKOTA,dakota,,,1974,Netherlands,,Film,Fiction,Kees Brusse | Willeke van Ammelrooy | Monique van de Ven,kees brusse | willeke van ammelrooy | monique van de ven,,
4ce2b6bcc7768,Dalla nube alla resistenza,dalla nube alla resistenza,,,1979,France | United Kingdom | Italy | Federal Republic of Germany,Period drama,Film,Fiction,Olimpia Carlisi | Guido Lombardo | Gino Felici,olimpia carlisi | guido lombardo | gino felici,From the Cloud to the Resistance | Von der Wolke zum Widerstand | De la nuée à la résistence,from the cloud to the resistance | von der wolke zum widerstand | de la nuee a la resistence
4ce2b6bcd3f85,Dawn of the Dead,dawn of the dead,George A. Romero,george a. romero,1978,USA,Horror,Film,Fiction,David Emge | Ken Foree | Scott H. Reininger,david emge | ken foree | scott h. reininger,Zombies - Dawn of the Dead | Zombies,zombies - dawn of the dead | zombies
4ce2b6bcd514a,Days of Heaven,days of heaven,Terrence Malick,terrence malick,1978,USA,Drama,Film,Fiction,Richard Gere | Brooke Adams | Sam Shepard,richard gere | brooke adams | sam shepard,Moissons du ciel,moissons du ciel
4ce2b6bcdaa6f,The Deer Hunter,the deer hunter,,,1978,USA,War,Film,Fiction,Robert De Niro | John Cazale | John Savage,robert de niro | john cazale | john savage,The Man Who Came to Play,the man who came to play
4ce2b6bcdd06c,Demon Lover Diary,demon lover diary,,,1980,USA,Documentary,Film,Non Fiction,Joel DeMott | Donald G. Jackson | Jerry Younkins,joel demott | donald g. jackson | jerry younkins,,
4ce2b6bcdf0f4,The Disenchantment,the disenchantment,,,1976,Spain,Documentary,Film,Non Fiction,Felicidad Blanch | Leopoldo Maria Panero | Juan Luis Panero,felicidad blanch | leopoldo maria panero | juan luis panero,El desencanto,el desencanto
4ce2b6bce510b,Germany in Autumn,germany in autumn,Alf Brustellin | Bernhard Sinkel | Rainer Werner Fassbinder | Alexander Kluge | Beate Mainka-Jellinghaus | Maximiliane Mainka | Peter Schubert | Edgar Reitz | Katja Rupé | Hans Peter Cloos | Volker Schlöndorff,alf brustellin | bernhard sinkel | rainer werner fassbinder | alexander kluge | beate mainka-jellinghaus | maximiliane mainka | peter schubert | edgar reitz | katja rupe | hans peter cloos | volker schlondorff,1978,Federal Republic of Germany,Drama,Film,Fiction,Hannelore Hoger | Katja Rupé | Hans Peter Cloos,hannelore hoger | katja rupe | hans peter cloos,Deutschland im Herbst,deutschland im herbst
4ce2b6bce92a0,Le DIABLE PROBABLEMENT,le diable probablement,,,1977,France,Drama,Film,Fiction,Antoine Monnier | Tina Irissari | Henri de Maublanc,antoine monnier | tina irissari | henri de maublanc,"The DEVIL, PROBABLY","the devil, probably"
4ce2b6bce9b90,Dialogue with a Woman Departed,dialogue with a woman departed,,,1980,USA,Documentary,Film,Non Fiction,Kaiulani Lee | Leo Hurwitz | Paul Robeson,kaiulani lee | leo hurwitz | paul robeson,,
4ce2b6bceaff5,"Diaries, Notes & Sketches: Lost, Lost, Lost","diaries, notes & sketches: lost, lost, lost",Jonas Mekas,jonas mekas,1975,USA,Biopic,Film,Fiction,Jonas Mekas | Adolfas Mekas | Professor Pakstas,jonas mekas | adolfas mekas | professor pakstas,"Lost, Lost, Lost | Diaries, Notes & Sketches - Volume 1, Reels 1-6: Lost, Lost,  Lost","lost, lost, lost | diaries, notes & sketches - volume 1, reels 1-6: lost, lost,  lost"
4ce2b6bd0831a,Le DOSSIER 51,le dossier 51,,,1978,France | Federal Republic of Germany,Drama,Film,Fiction,François Marthouret | Claude Mercault | Philippe Rouleau,francois marthouret | claude mercault | philippe rouleau,OHNE DATENSCHUTZ | The 51 FILE,ohne datenschutz | the 51 file
4ce2b6bd14dae,Al MAKHDOU-OUN,al makhdou-oun,Tewfik Saleh,tewfik saleh,1972,Egypt | Syria,Drama,Film,Fiction,,,The DUPED | The CHEATED | Les DUPES | al-MAKHDOU-OUN,the duped | the cheated | les dupes | al-makhdou-oun
4ce2b6bd1d8e2,EDVARD MUNCH,edvard munch,,,1976,Norway | Sweden,Biopic,Television,Fiction,Peter Watkins | Geir Westby | Gro Fraas,peter watkins | geir westby | gro fraas,,
4ce2b6bd1e475,The Elephant Man,the elephant man,David Lynch,david lynch,1980,USA,Biopic | Historical drama,Film,Fiction,Anthony Hopkins | John Hurt | Anne Bancroft,anthony hopkins | john hurt | anne bancroft,,
4ce2b6bd22b15,Star Wars  Episode V  The Empire Strikes Back,star wars  episode v  the empire strikes back,Irvin Kershner,irvin kershner,1980,USA,Science Fiction,Film,Fiction,Mark Hamill | Harrison Ford | Carrie Fisher,mark hamill | harrison ford | carrie fisher,The Empire Strikes Back | Star Wars 5 | Star Wars Episode Five | Star Wars  Episode V,the empire strikes back | star wars 5 | star wars episode five | star wars  episode v
4ce2b6bd28b3e,ENTR'ACTE,entr'acte,René Clair,rene clair,1924,France,Artists' Moving Image,Film,Fiction,Francis Picabia | Erik Satie | Marcel Achard,francis picabia | erik satie | marcel achard,RELÂCHE | INTERVAL | INTERMISSION,relâche | interval | intermission
4ce2b6bd29db3,Eraserhead,eraserhead,David Lynch,david lynch,1976,USA,Fantasy | Artists' Moving Image,Film,Fiction,Jack Nance | Charlotte Stewart | Allen Joseph,jack nance | charlotte stewart | allen joseph,,
4ce2b6bd36795,ALEKSANDR NEVSKI,aleksandr nevski,Sergei M. Eisenstein,sergei m. eisenstein,1938,USSR,War | Historical drama,Film,Fiction,Nikolai Cherkasov | Nikolai Okhlopkov | Aleksandr L. Abrikosov,nikolai cherkasov | nikolai okhlopkov | aleksandr l. abrikosov,RUSSIA | RUSS | ALEXANDER NEVSKY | WARRIOR OF RUSSIA,russia | russ | alexander nevsky | warrior of russia
4ce2b6bd4355f,The Falls,the falls,Peter Greenaway,peter greenaway,1980,United Kingdom,Artists' Moving Image,Film,Fiction,Colin Cantlie | Hilary Thompson | Sheila Canfield,colin cantlie | hilary thompson | sheila canfield,,
4ce2b6bd4e3ec,Female Trouble,female trouble,John Waters,john waters,1974,USA,Drama,Film,Fiction,Divine | David Lochary | Mary Vivian Pearce,divine | david lochary | mary vivian pearce,,
4ce2b6bd58c62,Die FINANZEN DES GROßHERZOGS,die finanzen des großherzogs,,,1924,Germany,Comedy,Film,Fiction,Harry Liedtke | Mady Christians | Guido Herzfeld,harry liedtke | mady christians | guido herzfeld,The FINANCES OF THE GRAND DUKE,the finances of the grand duke
4ce2b6bd6fe4f,FORTINI/CANI,fortini/cani,Jean-Marie Straub | Danièle Huillet,jean-marie straub | daniele huillet,1976,France | United Kingdom | Italy | USA | Federal Republic of Germany,Documentary,Film,Non Fiction,Franco Fortini | Luciana Nissim | Adriano Aprà,franco fortini | luciana nissim | adriano apra,,
4ce2b6bd7d9a2,La FRUSTA E IL CORPO,la frusta e il corpo,,,1963,France | Italy,Horror,Film,Fiction,Daliah Lavi | Christopher Lee | Tony Kendall,daliah lavi | christopher lee | tony kendall,The WHIP AND THE FLESH | WHAT | Le CORPS ET LE FOUET | NIGHT IS THE PHANTOM | The WHIP AND THE BODY,the whip and the flesh | what | le corps et le fouet | night is the phantom | the whip and the body
4ce2b6bd80c5b,The Fury,the fury,Brian De Palma,brian de palma,1978,USA,Fantasy,Film,Fiction,John Cassavetes | Carrie Snodgress | Kirk Douglas,john cassavetes | carrie snodgress | kirk douglas,,
4ce2b6bd8762e,Gates of Heaven,gates of heaven,Errol Morris,errol morris,1978,USA,Documentary,Film,Non Fiction,Floyd McClure | Joe Allen | Martin Hall,floyd mcclure | joe allen | martin hall,,
4ce2b6bd93670,Die Ehe der Maria Braun,die ehe der maria braun,Rainer Werner Fassbinder,rainer werner fassbinder,1978,Federal Republic of Germany,Drama,Film,Fiction,Hanna Schygulla | Klaus Löwitsch | Ivan Desny,hanna schygulla | klaus lowitsch | ivan desny,The Marriage of Maria Braun,the marriage of maria braun
4ce2b6bdac955,The Great Rock 'n' Roll Swindle,the great rock 'n' roll swindle,Julien Temple,julien temple,1980,United Kingdom,Biopic,Film,Fiction,Malcolm McLaren | Sid Vicious | John Lydon,malcolm mclaren | sid vicious | john lydon,The Great Rock and Roll Swindle,the great rock and roll swindle
4ce2b6bdafb40,Grey Gardens,grey gardens,David Maysles | Albert Maysles | Ellen Hovde | Muffie Meyer,david maysles | albert maysles | ellen hovde | muffie meyer,1975,USA,Documentary,Film,Non Fiction,Edith Bouvier Beale | Jerry Torre | Lois Wright,edith bouvier beale | jerry torre | lois wright,Storyville  Grey Gardens,storyville  grey gardens
4ce2b6bdc416a,Hearts and Minds,hearts and minds,Peter Davis,peter davis,1974,USA,Documentary | War,Film,Non Fiction,,,,
4ce2b6bdd160b,HERZ AUS GLAS,herz aus glas,Werner Herzog,werner herzog,1976,Federal Republic of Germany,Comedy | Drama,Film,Fiction,Josef Bierbichler | Stefan Güttler | Clemens Scheitz,josef bierbichler | stefan guttler | clemens scheitz,HEART OF GLASS,heart of glass
4ce2b6bdd544a,High School,high school,Frederick Wiseman,frederick wiseman,1968,USA,Documentary,Film,Non Fiction,,,,
4ce2b6be0bb34,IN NOME DEL PAPA RE,in nome del papa re,,,1977,Italy,Melodrama,Film,Fiction,Nino Manfredi | Danilo Mattei | Carmen Scarpitta,nino manfredi | danilo mattei | carmen scarpitta,IN THE NAME OF THE POPE KING,in the name of the pope king
4ce2b6be0db24,Interiors,interiors,Woody Allen,woody allen,1978,USA,Drama,Film,Fiction,Kristin Griffith | Mary Beth Hurt | Richard Jordan,kristin griffith | mary beth hurt | richard jordan,,
4ce2b6be277b6,Jubilee,jubilee,Derek Jarman,derek jarman,1978,United Kingdom,Drama,Film,Fiction,Jenny Runacre | Nell Campbell | Toyah Willcox,jenny runacre | nell campbell | toyah willcox,,
4ce2b6be2b91c,KAGEMUSHA,kagemusha,Akira Kurosawa,akira kurosawa,1980,Japan,War | Period drama,Film,Fiction,New Japan Philharmonic Orchestra | Tatsuya Nakadai | Tsutomu Yamazaki,new japan philharmonic orchestra | tatsuya nakadai | tsutomu yamazaki,SHADOW WARRIOR | The DOUBLE | KAGEMUSHA THE SHADOW WARRIOR | SHADOW OF THE SAMURAI,shadow warrior | the double | kagemusha the shadow warrior | shadow of the samurai
4ce2b6be331c6,The House Is Black,the house is black,Forough Farokhzad,forough farokhzad,1962,Iran,Documentary,Film,Non Fiction,,,KHANEH SIAH AST,khaneh siah ast
4ce2b6be4a4c3,The Last Wave,the last wave,,,1977,Australia,Thriller,Film,Fiction,Richard Chamberlain | Olivia Hamnett | David Gulpilil,richard chamberlain | olivia hamnett | david gulpilil,,
4ce2b6be609f4,LJUBAVNI SLUCAJ ILI TRAGEDIJA SLUZBENICE PTT,ljubavni slucaj ili tragedija sluzbenice ptt,,,1967,Yugoslavia,Drama,Film,Fiction,Eva Ras | Slobodan Aligrudic | Ruzica Sokic,eva ras | slobodan aligrudic | ruzica sokic,LJUBAVNI SLUCAJ | LOVE DOSSIER | The LOVES OF A SWITCHBOARD OPERATOR | TRAGEDY OF A SWITCHBOARD OPERATOR | LOVE AFFAIR; OR THE CASE OF THE MISSING SWITCHBOARD OPERATOR | An AFFAIR OF THE HEART | SWITCHBOARD OPERATOR | TRAGEDIJA SLUZBENICE P.T.T.,ljubavni slucaj | love dossier | the loves of a switchboard operator | tragedy of a switchboard operator | love affair; or the case of the missing switchboard operator | an affair of the heart | switchboard operator | tragedija sluzbenice p.t.t.
4ce2b6be6fe90,The Perfumed Nightmare,the perfumed nightmare,,,1976,Philippines,Drama,Film,Fiction,Kidlat Tahimik | Dolores Santamaria | Mang Fely,kidlat tahimik | dolores santamaria | mang fely,MABABANGONG BANGUNGOT,mababangong bangungot
4ce2b6be792c1,MALOMBRA,malombra,Mario Soldati,mario soldati,1942,Italy,Melodrama | Romance,Film,Fiction,Isa Miranda | Andrea Checchi | Irasema Dilián,isa miranda | andrea checchi | irasema dilian,,
