film_id,title_raw,title_searchable,director_raw,director_searchable,year,country,genre,film_type,category,actors_raw,actors_searchable,alternate_titles_raw,alternate_titles_searchable
4ce2b6ab31599,Giù la testa,giù la testa,Sergio Leone,sergio leone,1971,Italy,Western,Film,Fiction,Rod Steiger | James Coburn | Romolo Valli,rod steiger | james coburn | romolo valli,"Duck, You Sucker | A Fistful of Dynamite | A Fistful of Dynamite!","duck, you sucker | a fistful of dynamite | a fistful of dynamite!"
4ce2b6ab3c4c8,GLOMDALSBRUDEN,glomdalsbruden,Carl Th. Dreyer,carl th. dreyer,1925,Norway,Drama,Film,Fiction,Stub Wiberg | Tove Tellback | Harald Stormoen,stub wiberg | tove tellback | harald stormoen,The BRIDE OF GLOMDAL,the bride of glomdal
4ce2b6ab4237b,The Godfather,the godfather,Francis Ford Coppola,francis ford coppola,1972,USA,Gangster,Film,Fiction,Marlon Brando | Al Pacino | James Caan,marlon brando | al pacino | james caan,,
4ce2b6ab42667,The Godfather Part II,the godfather part ii,Francis Ford Coppola,francis ford coppola,1974,USA,Gangster,Film,Fiction,Al Pacino | Robert Duvall | Diane Keaton,al pacino | robert duvall | diane keaton,,
4ce2b6ab46fea,All That Heaven Allows,all that heaven allows,,,1955,USA,Melodrama | Romance,Film,Fiction,Jane Wyman | Rock Hudson | Agnes Moorehead,jane wyman | rock hudson | agnes moorehead,,
4ce2b6ab4a2cd,Gojira,gojira,Ishiro Honda,ishiro honda,1954,Japan | USA,Horror | Science Fiction,Film,Fiction,Raymond Burr | Takashi Shimura | Momoko Kochi,raymond burr | takashi shimura | momoko kochi,Godzilla | Godzilla  King of the Monsters!,godzilla | godzilla  king of the monsters!
4ce2b6ab4ba7f,Gold Diggers of 1933,gold diggers of 1933,,,1933,USA,Musical,Film,Fiction,Warren William | Joan Blondell | Aline Macmahon,warren william | joan blondell | aline macmahon,,
4ce2b6ab538d3,Goldfinger,goldfinger,Guy Hamilton,guy hamilton,1964,United Kingdom,Thriller | Action and Adventure,Film,Fiction,Sean Connery | Honor Blackman | Gert Fröbe,sean connery | honor blackman | gert frobe,,
4ce2b6ab5808b,Gone with the Wind,gone with the wind,Victor Fleming,victor fleming,1939,USA,Romance | Period drama,Film,Fiction,Thomas Mitchell | Barbara O'Neil | Vivien Leigh,thomas mitchell | barbara o'neil | vivien leigh,,
4ce2b6ab66d03,"GOTO, L'ILE D'AMOUR","goto, l'ile d'amour",Walerian Borowczyk,walerian borowczyk,1968,France,Drama,Film,Fiction,Pierre Brasseur | Ligia Branice | Ginette Leclerc,pierre brasseur | ligia branice | ginette leclerc,"GOTO, ISLAND OF LOVE","goto, island of love"
4ce2b6ab6a59f,The Graduate,the graduate,Mike Nichols,mike nichols,1967,USA,Romance,Film,Fiction,Anne Bancroft | Dustin Hoffman | Katharine Ross,anne bancroft | dustin hoffman | katharine ross,,
4ce2b6ab6c605,El GRAN CALAVERA,el gran calavera,,,1949,Mexico,Comedy,Film,Fiction,Fernando Soler | Rosario Granados | Andrés Soler,fernando soler | rosario granados | andres soler,The GREAT MADCAP,the great madcap
4ce2b6ab6f1c7,La Grande Illusion,la grande illusion,Jean Renoir,jean renoir,1937,France,War,Film,Fiction,Jean Gabin | Dita Parlo | Pierre Fresnay,jean gabin | dita parlo | pierre fresnay,,
4ce2b6ab79fb7,Great Day,great day,Lance Comfort,lance comfort,1945,United Kingdom,War,Film,Fiction,Eric Portman | Flora Robson | Sheila Sim,eric portman | flora robson | sheila sim,,
4ce2b6ab7bd34,The Great Escape,the great escape,John Sturges,john sturges,1963,USA,War,Film,Fiction,Steve McQueen | James Garner | Richard Attenborough,steve mcqueen | james garner | richard attenborough,,
4ce2b6ab7c97b,Great Expectations,great expectations,David Lean,david lean,1947,United Kingdom,Drama | Period drama,Film,Fiction,John Mills | Valerie Hobson | Bernard Miles,john mills | valerie hobson | bernard miles,,
4ce2b6ab939b3,Il grido,il grido,Michelangelo Antonioni,michelangelo antonioni,1957,Italy | USA,Drama,Film,Fiction,Steve Cochran | Alida Valli | Dorian Gray,steve cochran | alida valli | dorian gray,The Cry | The Outcry,the cry | the outcry
4ce2b6ab9ac8e,GRUPPO DI FAMIGLIA IN UN INTERNO,gruppo di famiglia in un interno,,,1974,France | Italy,Drama,Film,Fiction,Burt Lancaster | Helmut Berger | Claudia Marsani,burt lancaster | helmut berger | claudia marsani,FAMILY POTRAIT IN AN APARTMENT | CONVERSATION PIECE | VIOLENCE ET PASSION,family potrait in an apartment | conversation piece | violence et passion
4ce2b6ab9ee40,Gueule d'amour,gueule d'amour,Jean Grémillon,jean gremillon,1937,France | Germany,Drama,Film,Fiction,Jean Gabin | Mireille Balin | René Lefèvre,jean gabin | mireille balin | rene lefevre,Lady Killer,lady killer
4ce2b6ababab3,Guns of the Trees,guns of the trees,Jonas Mekas,jonas mekas,1961,USA,Artists' Moving Image,Film,Fiction,Allen Ginsberg | Ben Carruthers | Argus Speare Juilliard,allen ginsberg | ben carruthers | argus speare juilliard,Guns in the Trees,guns in the trees
4ce2b6abaf2a8,Guys and Dolls,guys and dolls,Joseph L. Mankiewicz,joseph l. mankiewicz,1955,USA,Musical,Film,Fiction,Marlon Brando | Jean Simmons | Frank Sinatra,marlon brando | jean simmons | frank sinatra,,
4ce2b6abb251e,ADEBAR,adebar,Peter Kubelka,peter kubelka,1957,Austria,Artists' Moving Image,Film,Fiction,,,,
4ce2b6abb48ac,HADAKA NO SHIMA,hadaka no shima,Kaneto Shindo,kaneto shindo,1961,Japan,Artists' Moving Image,Film,Fiction,Nobuko Otowa | Taiji Tonoyama | Shinji Tanaka,nobuko otowa | taiji tonoyama | shinji tanaka,The NAKED ISLAND | The ISLAND,the naked island | the island
4ce2b6abbbf1c,The Halfway House,the halfway house,Basil Dearden,basil dearden,1944,United Kingdom,Fantasy | War,Film,Fiction,Françoise Rosay | Tom Walls | Mervyn Johns,francoise rosay | tom walls | mervyn johns,,
4ce2b6abcb1ac,The Happiest Days of Your Life,the happiest days of your life,,,1950,United Kingdom,Comedy,Film,Fiction,Alastair Sim | Margaret Rutherford | John Turnbull,alastair sim | margaret rutherford | john turnbull,,
4ce2b6abd4869,A Hard Day's Night,a hard day's night,Richard Lester,richard lester,1964,United Kingdom | USA,Musical,Film,Fiction,John Lennon | Paul McCartney | George Harrison,john lennon | paul mccartney | george harrison,,
4ce2b6abd9c36,Harold and Maude,harold and maude,,,1971,USA,Drama,Film,Fiction,Ruth Gordon | Bud Cort | Vivian Pickles,ruth gordon | bud cort | vivian pickles,,
4ce2b6abe00df,Hatari!,hatari!,Howard Hawks,howard hawks,1961,USA,Comedy | Drama,Film,Fiction,John Wayne | Hardy Kruger | Elsa Martinelli,john wayne | hardy kruger | elsa martinelli,,
4ce2b6abe18b0,HATSUKOI JIGOKU-HEN,hatsukoi jigoku-hen,Susumu Hani,susumu hani,1968,Japan,Drama,Film,Fiction,Kuniko Ishii | Akio Takahashi | Koji Mitsui,kuniko ishii | akio takahashi | koji mitsui,NANAMI | The INFERNO OF FIRST LOVE | NANAMI: INFERNO OF FIRST LOVE,nanami | the inferno of first love | nanami: inferno of first love
4ce2b6abe863f,Häxan,haxan,Benjamin Christensen,benjamin christensen,1922,Sweden,Horror,Film,Fiction,William S. Burroughs | Philippe Noiret | Benjamin Christensen,william s. burroughs | philippe noiret | benjamin christensen,Hekson | Witches through the Ages | La Sorcellerie a travers les ages | La Strega | De Tooverij door de eeuwen heen | Sorcery | Heksen | Witchcraft through the Ages | Die Hexe,hekson | witches through the ages | la sorcellerie a travers les ages | la strega | de tooverij door de eeuwen heen | sorcery | heksen | witchcraft through the ages | die hexe
4ce2b6abea779,Head,head,Bob Rafelson,bob rafelson,1968,USA,Comedy,Film,Fiction,Peter Tork | Davy Jones | Mickey Dolenz,peter tork | davy jones | mickey dolenz,,
4ce2b6ac05a52,"Heaven Knows, Mr. Allison","heaven knows, mr. allison",John Huston,john huston,1957,United Kingdom | USA,War,Film,Fiction,Deborah Kerr | Robert Mitchum | Akira Ohno,deborah kerr | robert mitchum | akira ohno,Heaven Knows. Mr. Allison,heaven knows. mr. allison
4ce2b6ac0d3a5,SANT TUKARAM,sant tukaram,,,1936,India,Biopic,Film,Fiction,Vishnupant Pagnis | Miss Gouri | Kusum Bhagawat,vishnupant pagnis | miss gouri | kusum bhagawat,,
4ce2b6ac1de01,Helpmates,helpmates,James Parrott,james parrott,1931,USA,Comedy,Film,Fiction,Stan Laurel | Oliver Hardy | Blanche Payson,stan laurel | oliver hardy | blanche payson,,
4ce2b6ac21cdf,Henry V,henry v,Laurence Olivier,laurence olivier,1944,United Kingdom,Biopic | Historical drama,Film,Fiction,Leslie Banks | Felix Aylmer | Robert Helpmann,leslie banks | felix aylmer | robert helpmann,The Chronicle History of King Henry the Fift with His Battel Fought at Agincourt in France,the chronicle history of king henry the fift with his battel fought at agincourt in france
4ce2b6ac353a0,HERR ARNES PENGAR,herr arnes pengar,,,1919,Sweden,Period drama,Film,Fiction,Mary Johnson | Richard Lund | Hjalmar Selander,mary johnson | richard lund | hjalmar selander,The THREE WHO WERE DOOMED | Il TRESORO DI ARNE | SIR ARNE'S TREASURE | SNOWS OF DESTINY,the three who were doomed | il tresoro di arne | sir arne's treasure | snows of destiny
4ce2b6ac439ff,HIGANBANA,higanbana,,,1958,Japan,Comedy | Drama,Film,Fiction,Shin Saburi | Kinuyo Tanaka | Ineko Arima,shin saburi | kinuyo tanaka | ineko arima,EQUINOX FLOWER,equinox flower
4ce2b6ac49313,High Noon,high noon,Fred Zinnemann,fred zinnemann,1952,USA,Western,Film,Fiction,Gary Cooper | Thomas Mitchell | Lloyd Bridges,gary cooper | thomas mitchell | lloyd bridges,,
4ce2b6ac4b0ee,High Society,high society,Charles Walters,charles walters,1956,USA,Comedy | Musical,Film,Fiction,Bing Crosby | Grace Kelly | Frank Sinatra,bing crosby | grace kelly | frank sinatra,,
4ce2b6ac59a0b,Hiroshima mon amour,hiroshima mon amour,Alain Resnais,alain resnais,1959,France | Japan,Romance | Drama,Film,Fiction,Emmanuele Riva | Eiji Okada | Stella Dassas,emmanuele riva | eiji okada | stella dassas,"Hiroshima, My Love","hiroshima, my love"
4ce2b6ac5e051,His Girl Friday,his girl friday,Howard Hawks,howard hawks,1939,USA,Comedy,Film,Fiction,Cary Grant | Rosalind Russell | Ralph Bellamy,cary grant | rosalind russell | ralph bellamy,,
4ce2b6ac64d86,Une HISTOIRE IMMORTELLE,une histoire immortelle,,,1968,France,Period drama,Television,Fiction,Orson Welles | Jeanne Moreau | Roger Coggio,orson welles | jeanne moreau | roger coggio,The IMMORTAL STORY,the immortal story
4ce2b6ac66274,Allures,allures,,,1960,USA,,Film,Fiction,,,,
4ce2b6ac69d47,HITORI MUSUKO,hitori musuko,Yasujiro Ozu,yasujiro ozu,1936,Japan,Drama,Film,Fiction,Chôko Iida | Shinichi Himori | Masao Hayama,choko iida | shinichi himori | masao hayama,The ONLY SON,the only son
4ce2b6ac77cbc,Holiday,holiday,,,1938,USA,Comedy,Film,Fiction,Katharine Hepburn | Cary Grant | Doris Nolan,katharine hepburn | cary grant | doris nolan,Unconventional Linda | Free to Live,unconventional linda | free to live
4ce2b6ac7c70f,Hollywood or Bust,hollywood or bust,Frank Tashlin,frank tashlin,1956,USA,Comedy,Film,Fiction,Dean Martin | Jerry Lewis | Pat Crowley,dean martin | jerry lewis | pat crowley,,
4ce2b6ac7d8e0,The Holy Mountain,the holy mountain,,,1973,USA,,Film,Fiction,Alejandro Jodorowsky | Horacio Salinas | Ramona Saunders,alejandro jodorowsky | horacio salinas | ramona saunders,La Montaña Sagrada,la montana sagrada
4ce2b6ac80e4c,Home from the Hill,home from the hill,Vincente Minnelli,vincente minnelli,1959,USA,Drama,Film,Fiction,Robert Mitchum | Eleanor Parker | George Peppard,robert mitchum | eleanor parker | george peppard,,
4ce2b6ac8876b,Un HOMME ET UNE FEMME,un homme et une femme,Claude Lelouch,claude lelouch,1966,France,Drama,Film,Fiction,Anouk Aimée | Jean-Louis Trintignant | Pierre Barouh,anouk aimee | jean-louis trintignant | pierre barouh,A MAN AND A WOMAN,a man and a woman
4ce2b6ac8e00b,The Honeymoon Killers,the honeymoon killers,,,1969,USA,Crime,Film,Fiction,Shirley Stoler | Tony Lo Bianco | Mary Jane Higby,shirley stoler | tony lo bianco | mary jane higby,Dear Martha,dear martha
4ce2b6ac979d2,The Hour of the Furnaces,the hour of the furnaces,,,1968,Argentina,Documentary,Film,Non Fiction,,,La hora de los hornos | L' Heure des Brasiers,la hora de los hornos | l' heure des brasiers
4ce2b6aca0b1c,HÔTEL DU NORD,hôtel du nord,Marcel Carné,marcel carne,1938,France,Drama,Film,Fiction,Annabella | Arletty | Louis Jouvet,annabella | arletty | louis jouvet,,
4ce2b6acb6fe3,How Green Was My Valley,how green was my valley,John Ford,john ford,1941,USA,Drama,Film,Fiction,Irving Pichel | Walter Pidgeon | Maureen O'Hara,irving pichel | walter pidgeon | maureen o'hara,,
4ce2b6acbe590,Hud,hud,Martin Ritt,martin ritt,1962,USA,Western,Film,Fiction,Paul Newman | Melvyn Douglas | Patricia Neal,paul newman | melvyn douglas | patricia neal,Hud Bannon,hud bannon
4ce2b6accac8a,Husbands  A Comedy about Life Death and Freedom,husbands  a comedy about life death and freedom,,,1970,USA,Drama,Film,Fiction,Ben Gazzara | Peter Falk | John Cassavetes,ben gazzara | peter falk | john cassavetes,,
4ce2b6accc127,The Hustler,the hustler,Robert Rossen,robert rossen,1961,USA,Sport,Film,Fiction,Paul Newman | Piper Laurie | George C. Scott,paul newman | piper laurie | george c. scott,Robert Rossen's the Hustler,robert rossen's the hustler
4ce2b6ace592f,Ikiru,ikiru,Akira Kurosawa,akira kurosawa,1952,Japan,Drama,Film,Fiction,Takashi Shimura | Nobuo Kaneko | Kyoko Seki,takashi shimura | nobuo kaneko | kyoko seki,Doomed | Living,doomed | living
4ce2b6ace5f91,"""I Know Where I'm Going!""","""i know where i'm going!""",Michael Powell | Emeric Pressburger,michael powell | emeric pressburger,1945,United Kingdom,Romance | Drama,Film,Fiction,Wendy Hiller | Roger Livesey | Pamela Brown,wendy hiller | roger livesey | pamela brown,,
4ce2b6acf2bb5,I'm All Right Jack,i'm all right jack,,,1959,United Kingdom,Comedy,Film,Fiction,Ian Carmichael | Terry-Thomas | Peter Sellers,ian carmichael | terry-thomas | peter sellers,,
4ce2b6ad028a9,Imitation of Life,imitation of life,Douglas Sirk,douglas sirk,1959,USA,Melodrama,Film,Fiction,Lana Turner | John Gavin | Sandra Dee,lana turner | john gavin | sandra dee,,
4ce2b6ad02e91,IM LAUF DER ZEIT,im lauf der zeit,Wim Wenders,wim wenders,1976,Federal Republic of Germany,Road movie,Film,Fiction,Rüdiger Vogler | Hanns Zischler | Lisa Kreuzer,rudiger vogler | hanns zischler | lisa kreuzer,KINGS OF THE ROAD | AU FIL DU TEMPS | IN THE COURSE OF TIME,kings of the road | au fil du temps | in the course of time
4ce2b6ad05719,I'm No Angel,i'm no angel,,,1933,USA,Comedy,Film,Fiction,Mae West | Cary Grant | Gregory Ratoff,mae west | cary grant | gregory ratoff,,
4ce2b6ad0c120,In a Lonely Place,in a lonely place,Nicholas Ray,nicholas ray,1950,USA,Film noir | Crime,Film,Fiction,Humphrey Bogart | Gloria Grahame | Frank Lovejoy,humphrey bogart | gloria grahame | frank lovejoy,Behind This Mask,behind this mask
4ce2b6ad10fa6,INDAGINE SU UN CITTADINO AL DI SOPRA DI OGNI SOSPETTO,indagine su un cittadino al di sopra di ogni sospetto,,,1970,Italy,Police drama | Crime | Thriller,Film,Fiction,Gian Maria Volonté | Florinda Bolkan | Gianni Santuccio,gian maria volonte | florinda bolkan | gianni santuccio,STORY OF A CITIZEN ABOVE ALL SUSPICION | INVESTIGATION OF A PRIVATE CITIZEN | INVESTIGATION OF A CITIZEN ABOVE SUSPICION,story of a citizen above all suspicion | investigation of a private citizen | investigation of a citizen above suspicion
4ce2b6ad1273e,INDIA SONG,india song,Marguerite Duras,marguerite duras,1975,France,Drama,Film,Fiction,Delphine Seyrig | Michel Lonsdale | Mathieu Carrière,delphine seyrig | michel lonsdale | mathieu carriere,INDIAN SONG,indian song
4ce2b6ad18001,INGEBORG HOLM,ingeborg holm,Victor Sjöström,victor sjostrom,1913,Sweden,Drama,Film,Fiction,Hilda Borgström | Aron Lindgren | Eric Lindholm,hilda borgstrom | aron lindgren | eric lindholm,MARGARET INGEBORG | GIVE US THIS DAY,margaret ingeborg | give us this day
4ce2b6ad18b56,"Minne, l'ingénue libertine","minne, l'ingenue libertine",Jacqueline Audry,jacqueline audry,1950,France,Drama,Film,Fiction,Danièle Delorme | Frank Villard | Jean Tissier,daniele delorme | frank villard | jean tissier,L' Ingénue libertine,l' ingenue libertine
4ce2b6ad1d60d,The Innocents,the innocents,Jack Clayton,jack clayton,1961,United Kingdom | USA,Horror,Film,Fiction,Deborah Kerr | Peter Wyngarde | Megs Jenkins,deborah kerr | peter wyngarde | megs jenkins,,
4ce2b6ad3511b,INTIMNÍ OSVETLENÍ,intimní osvetlení,,,1965,Czechoslovakia,Drama,Film,Fiction,Karel Uhlík | Karel Blazek | Zdenek Bezusek,karel uhlik | karel blazek | zdenek bezusek,INTIMATE LIGHTING,intimate lighting
4ce2b6ad3f0ec,Invocation of My Demon Brother,invocation of my demon brother,Kenneth Anger,kenneth anger,1969,USA,Artists' Moving Image,Film,Fiction,Speed Hacker | Lenore Kandel | Bill Beutel,speed hacker | lenore kandel | bill beutel,Zap - Invocation of My Demon Brother | Zap,zap - invocation of my demon brother | zap
4ce2b6ad4089f,IO LA CONOSCEVO BENE,io la conoscevo bene,,,1965,France | Italy | Federal Republic of Germany,Drama,Film,Fiction,Stefania Sandrelli | Mario Adorf | Karin Dor,stefania sandrelli | mario adorf | karin dor,ICH HABE SIE GUT GEKANNT | I KNEW HER WELL,ich habe sie gut gekannt | i knew her well
4ce2b6ad44a32,IRIS OCH LÖJTNANTSHJÄRTA,iris och lojtnantshjärta,Alf Sjöberg,alf sjoberg,1946,Sweden,Drama,Film,Fiction,Mai Zetterling | Alf Kjellin,mai zetterling | alf kjellin,IRIS,iris
4ce2b6ad4de53,Island of Lost Souls,island of lost souls,Erle C. Kenton,erle c. kenton,1932,USA,Horror | Science Fiction,Film,Fiction,Charles Laughton | Bela Lugosi | Richard Arlen,charles laughton | bela lugosi | richard arlen,,
4ce2b6ad5a28a,It Happened One Night,it happened one night,Frank Capra,frank capra,1934,USA,Comedy | Road movie,Film,Fiction,Clark Gable | Claudette Colbert | Walter Connolly,clark gable | claudette colbert | walter connolly,,
4ce2b6ad5d8cc,It's a Gift,it's a gift,,,1934,USA,Comedy,Film,Fiction,W.C. Fields | Baby Leroy | Kathleen Howard,w.c. fields | baby leroy | kathleen howard,Back Porch,back porch
4ce2b6ad5ff71,It's Always Fair Weather,it's always fair weather,Gene Kelly | Stanley Donen,gene kelly | stanley donen,1955,USA,Musical,Film,Fiction,Gene Kelly | Dan Dailey | Cyd Charisse,gene kelly | dan dailey | cyd charisse,,
4ce2b6ad681dd,IVAN,ivan,,,1932,USSR,Drama,Film,Fiction,Piotr Masokha | Semyon Shagaida | Stepan Shkurat,piotr masokha | semyon shagaida | stepan shkurat,,
4ce2b6ad684f4,Ivan the Terrible,ivan the terrible,Sergei M. Eisenstein,sergei m. eisenstein,1945,USSR,Biopic | Historical drama,Film,Fiction,Nikolai Cherkasov | Ludmila Tselikovskaya | Serafima Birman,nikolai cherkasov | ludmila tselikovskaya | serafima birman,Ivan Grozni | IVAN GROZNII (I) | IVAN GROZNII | IVAN GROZNYI (I),ivan grozni | ivan groznii (i) | ivan groznii | ivan groznyi (i)
4ce2b6ad68d94,IVANOVO DETSTVO,ivanovo detstvo,Andrei Tarkovsky,andrei tarkovsky,1962,USSR,War,Film,Fiction,Kolya Burlyaev | Irina Tarkovskaya | Valentin Zubkov,kolya burlyaev | irina tarkovskaya | valentin zubkov,MY NAME IS IVAN | L' ENFANCE D'IVAN | The CHILDHOOD OF IVAN | IVAN'S CHILDHOOD,my name is ivan | l' enfance d'ivan | the childhood of ivan | ivan's childhood
4ce2b6ad6965f,IVAN GROZNI II  BOYARSKI ZAGOROV,ivan grozni ii  boyarski zagorov,Sergei M. Eisenstein,sergei m. eisenstein,1958,USSR,Biopic | Historical drama,Film,Fiction,Nikolai Cherkasov | Ludmila Tselikovskaya | Serafima Birman,nikolai cherkasov | ludmila tselikovskaya | serafima birman,The BOYARS' PLOT | ZAGOVOR BOJAROV | IVAN THE TERRIBLE PART II | IVAN THE TERRIBLE: THE BOYARS' PLOT | IVAN GROZNYI (II),the boyars' plot | zagovor bojarov | ivan the terrible part ii | ivan the terrible: the boyars' plot | ivan groznyi (ii)
