voter_id,raw_film_title,normed_film_title,searchable_film_title,film_director,film_director_searchable,film_year,film_id
1180,Opening Night,Opening Night,opening night,John Cassavetes,john cassavetes,1977,4ce2b6bedc2bb
1180,Paranoid Park,Paranoid Park,paranoid park,Gus van Sant,gus van sant,2007,4ce2b8c357ab8
1180,"Red Light Bandit, The",The Red Light Bandit,the red light bandit,Rogério Sganzerla,rogerio sganzerla,1968,4ce2b6f18c7c8
1180,Rocco and his Brothers,Rocco and his Brothers,rocco and his brothers,Luchino Visconti,luchino visconti,1960,4ce2b6b47f860
1180,Entranced Earth,Entranced Earth,entranced earth,Glauber Rocha,glauber rocha,1967,4ce2b693a235d
1178,8½,8½,8 1/2,Federico Fellini,federico fellini,1963,4ce2b6b25bb2b
1178,Berlin Alexanderplatz,Berlin Alexanderplatz,berlin alexanderplatz,Rainer Werner Fassbinder,rainer werner fassbinder,,4f4b9a8382524
1178,Breathless,Breathless,breathless,Jean-Luc Godard,jean-luc godard,1960,4ce2b6bfd1ebb
1178,Citizen Kane,Citizen Kane,citizen kane,Orson Welles,orson welles,1941,4ce2b6a7a801b
1178,"Conformist, The",The Conformist,the conformist,Bernardo Bertolucci,bernardo bertolucci,1970,4ce2b6a7e0681
1178,"Enigma of Kaspar Hauser, The",The Enigma of Kaspar Hauser,the enigma of kaspar hauser,Werner Herzog,werner herzog,1974,4ce2b6ad87c49
1178,"Godfather: Part II, The",The Godfather: Part II,the godfather: part ii,Francis Ford Coppola,francis ford coppola,1974,4ce2b6ab42667
1178,"Insider, The",The Insider,the insider,Michael Mann,michael mann,1999,4ce2b81640fd5
1178,Pulp Fiction,Pulp Fiction,pulp fiction,Quentin Tarantino,quentin tarantino,1994,4ce2b7c5c1618
1178,"Tin Drum, The",The Tin Drum,the tin drum,Volker Schlöndorff,volker schlondorff,1979,4ce2b6f62d52b
326,8½,8½,8 1/2,Federico Fellini,federico fellini,1963,4ce2b6b25bb2b
326,"Clockwork Orange, A",A Clockwork Orange,a clockwork orange,Stanley Kubrick,stanley kubrick,1971,4ce2b6a7b69f6
326,"Cow, The",The Cow,the cow,Dariush Mehrjui,dariush mehrjui,1969,4ce2b6aadbfeb
326,Dersu Uzala,Dersu Uzala,dersu uzala,Akira Kurosawa,akira kurosawa,1975,4ce2b6a8ac25c
326,I am Cuba,I am Cuba,i am cuba,Mikhail Kalatozov,mikhail kalatozov,1964,4ce2b78da502c
326,Cairo Station,Cairo Station,cairo station,Youssef Chahine,youssef chahine,1958,4ce2b6bc1e641
326,Persona,Persona,persona,Ingmar Bergman,ingmar bergman,1966,4ce2b6b2deaa5
326,Shadows of Our Forgotten Ancestors,Shadows of Our Forgotten Ancestors,shadows of our forgotten ancestors,Sergei Parajanov,sergei parajanov,1964,4ce2b6b7d5c6e
326,Stalker,Stalker,stalker,Andrei Tarkovsky,andrei tarkovsky,1979,4ce2b6bf3bbfd
326,Taxi Driver,Taxi Driver,taxi driver,Martin Scorsese,martin scorsese,1976,4ce2b6b7bc1b8
1183,God's Step Children,God's Step Children,god's step children,Oscar Micheaux,oscar micheaux,,10005
1183,High and Low,High and Low,high and low,Akira Kurosawa,akira kurosawa,1963,4ce2b6b7d56bb
1183,"Hour of the Furnaces, The",The Hour of the Furnaces,the hour of the furnaces,Octavio Getino/Fernando E. Solanas,octavio getino/fernando e. solanas,1968,4ce2b6ac979d2
1183,Kiss Me Deadly,Kiss Me Deadly,kiss me deadly,Robert Aldrich,robert aldrich,1955,4ce2b6ae29aee
1183,My Darling Clementine,My Darling Clementine,my darling clementine,John Ford,john ford,1946,4ce2b6b10f03e
1183,Not Reconciled,Not Reconciled,not reconciled,Jean-Marie Straub/Danièle Huillet,jean-marie straub/daniele huillet,1965,4ce2b74c919fc
1183,Perceval,Perceval,perceval,Eric Rohmer,eric rohmer,1978,4ce2b6bfc543c
1183,Pickpocket,Pickpocket,pickpocket,Robert Bresson,robert bresson,1959,4ce2b6b30995b
1183,"Puppetmaster, The",The Puppetmaster,the puppetmaster,Hsiao-hsien Hou,hsiao-hsien hou,1993,4ce2b7c8951ef
1183,Tokyo Story,Tokyo Story,tokyo story,Ozu Yasujirô ,ozu yasujiro ,1953,4ce2b6b8908e4
502,Aliens,Aliens,aliens,James Cameron,james cameron,1986,4ce2b6ea3947f
502,All About Eve,All About Eve,all about eve,Joseph L. Mankiewicz,joseph l. mankiewicz,1950,4ce2b6a78a11b
502,"Brighter Summer Day, A",A Brighter Summer Day,a brighter summer day,Edward Yang,edward yang,1991,4ce2b7b78a3f5
502,Dr. Strangelove,Dr. Strangelove,dr. strangelove,Stanley Kubrick,stanley kubrick,1963,4ce2b6a906793
502,"enfants du paradis, Les",Les enfants du paradis,les enfants du paradis,Marcel Carné,marcel carne,1945,4ce2b71208b72
502,"Jetée, La",La Jetée,la jetee,Chris Marker,chris marker,1962,4ce2b7b9372f0
502,Mulholland Dr,Mulholland Dr,mulholland dr,David Lynch,david lynch,2001,4ce2b8379038e
502,Nostalghia,Nostalghia,nostalghia,Andrei Tarkovsky,andrei tarkovsky,1983,4ce2b74e17b2b
502,"Règle du jeu, La",La Règle du jeu,la regle du jeu,Jean Renoir,jean renoir,1939,4ce2b6b41d658
502,"Spirit of the Beehive, The",The Spirit of the Beehive,the spirit of the beehive,Víctor Erice,victor erice,1973,4ce2b6a99de5f
1154,Amarcord,Amarcord,amarcord,Federico Fellini,federico fellini,1972,4ce2b6b4b0e0c
1154,Andrei Rublev,Andrei Rublev,andrei rublev,Andrei Tarkovsky,andrei tarkovsky,1966,4ce2b6b7433c1
1154,Ashes and Diamonds,Ashes and Diamonds,ashes and diamonds,Andrzej Wajda,andrzej wajda,1958,4ce2b6b346033
1154,Barry Lyndon,Barry Lyndon,barry lyndon,Stanley Kubrick,stanley kubrick,1975,4ce2b6bc285f7
1154,"Battle of Algiers, The",The Battle of Algiers,the battle of algiers,Gillo Pontecorvo,gillo pontecorvo,1966,4ce2b6f24787d
1154,"Bicycle Thieves, The",The Bicycle Thieves,the bicycle thieves,Vittorio de Sica,vittorio de sica,1948,4ce2b6ae61fec
1154,Hiroshima Mon Amour,Hiroshima Mon Amour,hiroshima mon amour,Alain Resnais,alain resnais,1959,4ce2b6ac59a0b
1154,Intolerance,Intolerance,intolerance,D.W. Griffith,d.w. griffith,1916,4ce2b6bbaea80
1154,Rashomon,Rashomon,rashomon,Akira Kurosawa,akira kurosawa,1950,4ce2b6b3ec3fe
1154,Viridiana,Viridiana,viridiana,Luis Buñuel,luis bunuel,1961,4ce2b6b9efb3b
757,Amarcord,Amarcord,amarcord,Federico Fellini,federico fellini,1972,4ce2b6b4b0e0c
757,Andrei Rublev,Andrei Rublev,andrei rublev,Andrei Tarkovsky,andrei tarkovsky,1966,4ce2b6b7433c1
757,Apocalypse Now,Apocalypse Now,apocalypse now,Francis Ford Coppola,francis ford coppola,1979,4ce2b69562aa2
757,"Battle of Algiers, The",The Battle of Algiers,the battle of algiers,Gillo Pontecorvo,gillo pontecorvo,1966,4ce2b6f24787d
757,Breathless,Breathless,breathless,Jean-Luc Godard,jean-luc godard,1960,4ce2b6bfd1ebb
757,Citizen Kane,Citizen Kane,citizen kane,Orson Welles,orson welles,1941,4ce2b6a7a801b
757,Rashomon,Rashomon,rashomon,Akira Kurosawa,akira kurosawa,1950,4ce2b6b3ec3fe
757,Stagecoach,Stagecoach,stagecoach,John Ford,john ford,1939,4ce2b6b727a8b
757,"Third Man, The",The Third Man,the third man,Carol Reed,carol reed,1949,4ce2b6b824610
757,Wings of Desire,Wings of Desire,wings of desire,Wim Wenders,wim wenders,1987,4ce2b7965be62
621,"argent, L'",L'argent,l'argent,Robert Bresson,robert bresson,1983,4ce2b6edeeb13
621,My Darling Clementine,My Darling Clementine,my darling clementine,John Ford,john ford,1946,4ce2b6b10f03e
621,Early Summer,Early Summer,early summer,Ozu Yasujirô ,ozu yasujiro ,1951,4ce2b6a47c88b
621,Millennium Mambo,Millennium Mambo,millennium mambo,Hsiao-hsien Hou,hsiao-hsien hou,2001,4ce2b865af136
621,Ordet,Ordet,ordet,Carl Theodor Dreyer,carl theodor dreyer,1955,4ce2b752105a2
621,Rear Window,Rear Window,rear window,Alfred Hitchcock,alfred hitchcock,1954,4ce2b6955c6ba
621,"Règle du jeu, La",La Règle du jeu,la regle du jeu,Jean Renoir,jean renoir,1939,4ce2b6b41d658
621,Road to Nowhere,Road to Nowhere,road to nowhere,Monte Hellman,monte hellman,2010,4ce2b8e039a96
621,Sunrise,Sunrise,sunrise,F. W. Murnau,f. w. murnau,1927,4ce2b6b7568ee
621,Tropical Malady,Tropical Malady,tropical malady,Apichatpong Weerasethakul,apichatpong weerasethakul,2004,4ce2b8a69d6fb
884,"400 Blows, The",The 400 Blows,the 400 blows,François Truffaut,francois truffaut,1959,4ce2b6b3b75b7
884,8½,8½,8 1/2,Federico Fellini,federico fellini,1963,4ce2b6b25bb2b
884,Au Revoir les enfants,Au Revoir les enfants,au revoir les enfants,Louis Malle,louis malle,1987,4ce2b6efd34c7
884,"boucher, Le",Le boucher,le boucher,Claude Chabrol,claude chabrol,1970,4ce2b6f7e4d64
884,"Conformist, The",The Conformist,the conformist,Bernardo Bertolucci,bernardo bertolucci,1970,4ce2b6a7e0681
884,"Gold Rush, The",The Gold Rush,the gold rush,Charles Chaplin,charles chaplin,1925,4ce2b6bbbab86
884,Manhattan,Manhattan,manhattan,Woody Allen,woody allen,1979,4ce2b6be7d19a
884,Once Upon a Time in the West,Once Upon a Time in the West,once upon a time in the west,Sergio Leone,sergio leone,1968,4ce2b6a754af6
884,Sunset Blvd.,Sunset Blvd.,sunset blvd.,Billy Wilder,billy wilder,1950,4ce2b6b757144
884,Vertigo,Vertigo,vertigo,Alfred Hitchcock,alfred hitchcock,1958,4ce2b6b9caca4
583,"Atalante, L'",L'Atalante,l'atalante,Jean Vigo,jean vigo,1934,4ce2b6a439bc9
583,Citizen Kane,Citizen Kane,citizen kane,Orson Welles,orson welles,1941,4ce2b6a7a801b
583,"General, The",The General,the general,Buster Keaton,buster keaton,1926,4ce2b6aae85f3
583,His Girl Friday,His Girl Friday,his girl friday,Howard Hawks,howard hawks,1939,4ce2b6ac5e051
583,"Morte Rouge, La",La Morte Rouge,la morte rouge,Víctor Erice,victor erice,2006,4ce2b8cbedf13
583,My Night with Maud,My Night with Maud,my night with maud,Eric Rohmer,eric rohmer,1969,4ce2b6afdc8ac
583,Ordet,Ordet,ordet,Carl Theodor Dreyer,carl theodor dreyer,1955,4ce2b752105a2
583,Persona,Persona,persona,Ingmar Bergman,ingmar bergman,1966,4ce2b6b2deaa5
583,Ten,Ten,ten,Abbas Kiarostami,abbas kiarostami,2002,4ce2b87f98ae5
583,Tokyo Story,Tokyo Story,tokyo story,Ozu Yasujirô ,ozu yasujiro ,1953,4ce2b6b8908e4
246,"Aguirre, Wrath of God","Aguirre, Wrath of God","aguirre, wrath of god",Werner Herzog,werner herzog,1972,4ce2b6a54c395
246,Annie Hall,Annie Hall,annie hall,Woody Allen,woody allen,1977,4ce2b6bc053b7
246,Citizen Kane,Citizen Kane,citizen kane,Orson Welles,orson welles,1941,4ce2b6a7a801b
246,"Godfather: Part II, The",The Godfather: Part II,the godfather: part ii,Francis Ford Coppola,francis ford coppola,1974,4ce2b6ab42667
246,Hour of the Wolf,Hour of the Wolf,hour of the wolf,Ingmar Bergman,ingmar bergman,1968,4ce2b6b9ad9b2
246,Melancholia,Melancholia,melancholia,Lars von Trier,lars von trier,2011,4f4b8d17bedb4
246,Spirited Away,Spirited Away,spirited away,Miyazaki Hayao,miyazaki hayao,2001,4ce2b83f86eb2
246,Uncle Boonmee Who Can Recall His Past Lives,Uncle Boonmee Who Can Recall His Past Lives,uncle boonmee who can recall his past lives,Apichatpong Weerasethakul,apichatpong weerasethakul,2010,4ce2b8de13c81
246,Vertigo,Vertigo,vertigo,Alfred Hitchcock,alfred hitchcock,1958,4ce2b6b9caca4
246,"Wild Bunch, The",The Wild Bunch,the wild bunch,Sam Peckinpah,sam peckinpah,1969,4ce2b6bad3a0d
1063,2001: A Space Odyssey,2001: A Space Odyssey,2001: a space odyssey,Stanley Kubrick,stanley kubrick,1968,4ce2b6b9450a5
1063,Apocalypse Now,Apocalypse Now,apocalypse now,Francis Ford Coppola,francis ford coppola,1979,4ce2b69562aa2
1063,Black Narcissus,Black Narcissus,black narcissus,Michael Powell/Emeric Pressburger,michael powell/emeric pressburger,1947,4ce2b6a5551ac
1063,Fitzcarraldo,Fitzcarraldo,fitzcarraldo,Werner Herzog,werner herzog,1981,4ce2b6946d914
1063,"Last Wave, The",The Last Wave,the last wave,Peter Weir,peter weir,1977,4ce2b6be4a4c3
1063,Last Year At Marienbad,Last Year At Marienbad,last year at marienbad,Alain Resnais,alain resnais,1961,4ce2b6bfecaeb
1063,Lost Highway,Lost Highway,lost highway,David Lynch,david lynch,1996,4ce2b7ed49278
1063,"Salo, or The 120 Days of Sodom","Salo, or The 120 Days of Sodom","salo, or the 120 days of sodom",Pier Paolo Pasolini,pier paolo pasolini,1975,4ce2b6b4ead96
1063,"Seventh Continent, The",The Seventh Continent,the seventh continent,Michael Haneke,michael haneke,1989,4ce2b79d86c35
1063,Videodrome,Videodrome,videodrome,David Cronenberg,david cronenberg,1983,4ce2b69593482
1002,Citizen Kane,Citizen Kane,citizen kane,Orson Welles,orson welles,1941,4ce2b6a7a801b
1002,"Crying Game, The",The Crying Game,the crying game,Neil Jordan,neil jordan,1992,4ce2b7b5a8ba7
1002,"Exorcist, The",The Exorcist,the exorcist,William Friedkin,william friedkin,1973,4ce2b6a9b7390
1002,"Holy Mountain, The",The Holy Mountain,the holy mountain,Alejandro Jodorowsky,alejandro jodorowsky,1973,4ce2b6ac7d8e0
1002,Miracle of Marcelino,Miracle of Marcelino,miracle of marcelino,Ladislao Vajda,ladislao vajda,1955,4ce2b6afed5a4
1002,Nights of Cabiria,Nights of Cabiria,nights of cabiria,Federico Fellini,federico fellini,1957,4ce2b8331649f
1002,Punch-Drunk Love,Punch-Drunk Love,punch-drunk love,Paul Thomas Anderson,paul thomas anderson,2002,4ce2b87f38ad8
1002,There Will Be Blood,There Will Be Blood,there will be blood,Paul Thomas Anderson,paul thomas anderson,2007,4ce2b8c6518bb
1002,To Kill a Mockingbird,To Kill a Mockingbird,to kill a mockingbird,Robert Mulligan,robert mulligan,1962,4ce2b6b88f192
1002,Vertigo,Vertigo,vertigo,Alfred Hitchcock,alfred hitchcock,1958,4ce2b6b9caca4
841,Chronicle of Anna Magdalena Bach,Chronicle of Anna Magdalena Bach,chronicle of anna magdalena bach,Jean-Marie Straub/Danièle Huillet,jean-marie straub/daniele huillet,1968,4ce2b6a796154
841,Gertrud,Gertrud,gertrud,Carl Theodor Dreyer,carl theodor dreyer,1964,4ce2b6ab03131
841,Histoire(s) du cinéma,Histoire(s) du cinéma,histoire(s) du cinema,Jean-Luc Godard,jean-luc godard,,10006
841,Late Spring,Late Spring,late spring,Ozu Yasujirô ,ozu yasujiro ,1949,4ce2b6a498bd1
841,Man with a Movie Camera,Man with a Movie Camera,man with a movie camera,Dziga Vertov,dziga vertov,1929,4ce2b6a21d217
841,"River, The",The River,the river,Jean Renoir,jean renoir,1951,4ce2b6b46ab2d
841,She Wore a Yellow Ribbon,She Wore a Yellow Ribbon,she wore a yellow ribbon,John Ford,john ford,1949,4ce2b6b5b518a
841,Spione,Spione,spione,Fritz Lang,fritz lang,1928,4ce2b76ef072a
841,"Story of the Late Chrysanthemums, The",The Story of the Late Chrysanthemums,the story of the late chrysanthemums,Mizoguchi Kenji,mizoguchi kenji,1939,4ce2b6bb83f08
841,Stromboli,Stromboli,stromboli,Roberto Rossellini,roberto rossellini,1950,4ce2b6b6d8bc6
1065,2001: A Space Odyssey,2001: A Space Odyssey,2001: a space odyssey,Stanley Kubrick,stanley kubrick,1968,4ce2b6b9450a5
1065,8½,8½,8 1/2,Federico Fellini,federico fellini,1963,4ce2b6b25bb2b
1065,"Battle of Algiers, The",The Battle of Algiers,the battle of algiers,Gillo Pontecorvo,gillo pontecorvo,1966,4ce2b6f24787d
1065,Breathless,Breathless,breathless,Jean-Luc Godard,jean-luc godard,1960,4ce2b6bfd1ebb
1065,Citizen Kane,Citizen Kane,citizen kane,Orson Welles,orson welles,1941,4ce2b6a7a801b
1065,"Hustler, The",The Hustler,the hustler,Robert Rossen,robert rossen,1961,4ce2b6accc127
1065,Kes,Kes,kes,Ken Loach,ken loach,1969,4ce2b6adf17e2
1065,Night and Fog,Night and Fog,night and fog,Alain Resnais,alain resnais,1955,4ce2b6b1ca76f
1065,"Seventh Seal, The",The Seventh Seal,the seventh seal,Ingmar Bergman,ingmar bergman,1957,4ce2b6b61b4e8
1065,Some Like It Hot,Some Like It Hot,some like it hot,Billy Wilder,billy wilder,1959,4ce2b76e98a5c
961,Badlands,Badlands,badlands,Terrence Malick,terrence malick,1973,4ce2b6a470348
961,"Devil Probably, The",The Devil Probably,the devil probably,Robert Bresson,robert bresson,1977,4ce2b6bce92a0
961,"Double Life of Veronique, The",The Double Life of Veronique,the double life of veronique,Krzysztof Kieslowski,krzysztof kieslowski,1991,4ce2b7ac4482a
961,Happy Together,Happy Together,happy together,Wong Kar Wai,wong kar wai,1997,4ce2b803e5b2f
961,"Lady Eve, The",The Lady Eve,the lady eve,Preston Sturges,preston sturges,1941,4ce2b6ae66430
961,Masculin Féminin,Masculin Féminin,masculin feminin,Jean-Luc Godard,jean-luc godard,1966,4ce2b6b0155c4
961,Psycho,Psycho,psycho,Alfred Hitchcock,alfred hitchcock,1960,4ce2b6b39fc24
961,"Shining, The",The Shining,the shining,Stanley Kubrick,stanley kubrick,1980,4ce2b6bf360f4
961,"Steamboat Bill, Jr.","Steamboat Bill, Jr.","steamboat bill, jr.",Buster Keaton,buster keaton,1928,4ce2b6b73f34a
961,Twin Peaks: Fire Walk With Me,Twin Peaks: Fire Walk With Me,twin peaks: fire walk with me,David Lynch,david lynch,1992,4ce2b7ba4a007
215,Blood of the Beasts,Blood of the Beasts,blood of the beasts,Georges Franju,georges franju,1948,4ce2b6b507d7c
215,By the Bluest of Seas,By the Bluest of Seas,by the bluest of seas,Boris Barnet/S. Mardanin,boris barnet/s. mardanin,1935,4ce2b6b9946ea
215,"chien andalou, Un",Un chien andalou,un chien andalou,Luis Buñuel,luis bunuel,1928,4ce2b6ffc05d8
215,"hautes solitudes, Les",Les hautes solitudes,les hautes solitudes,Philippe Garrel,philippe garrel,1974,4ce2b724190c3
215,Inland Empire,Inland Empire,inland empire,David Lynch,david lynch,2006,4ce2b8bf0cf11
215,Meshes of the Afternoon,Meshes of the Afternoon,meshes of the afternoon,Maya Deren/Alexander Hammid,maya deren/alexander hammid,1943,4ce2b6b0511e9
215,Sans Soleil,Sans Soleil,sans soleil,Chris Marker,chris marker,1982,4ce2b7663dc08
215,Scénario du film' Passion' ,Scénario du film' Passion' ,scenario du film' passion' ,Jean-Luc Godard,jean-luc godard,1983,4ce2b766ef5ce
215,"Tempestaire, Le",Le Tempestaire,le tempestaire,Jean Epstein,jean epstein,1947,4ce2b693a1a98
215,"Winnipeg, My","Winnipeg, My","winnipeg, my",Guy Maddin,guy maddin,2007,4ce2b8c553641
529,Amor de Perdição,Amor de Perdição,amor de perdicao,Manoel de Oliveira,manoel de oliveira,1978,4ce2b6eba950f
529,Ordet,Ordet,ordet,Carl Theodor Dreyer,carl theodor dreyer,1955,4ce2b752105a2
529,Pierrot le Fou,Pierrot le Fou,pierrot le fou,Jean-Luc Godard,jean-luc godard,1965,4ce2b6b310bc0
529,Rio Bravo,Rio Bravo,rio bravo,Howard Hawks,howard hawks,1958,4ce2b6b461386
529,Shock Corridor,Shock Corridor,shock corridor,Samuel Fuller,samuel fuller,1963,4ce2b6b5bfaab
529,"Testament of Dr Mabuse, The",The Testament of Dr Mabuse,the testament of dr mabuse,Fritz Lang,fritz lang,1933,4ce2b6b7e42fe
529,Tokyo Story,Tokyo Story,tokyo story,Ozu Yasujirô ,ozu yasujiro ,1953,4ce2b6b8908e4
529,Touch of Evil,Touch of Evil,touch of evil,Orson Welles,orson welles,1958,4ce2b6b8bc241
529,Vertigo,Vertigo,vertigo,Alfred Hitchcock,alfred hitchcock,1958,4ce2b6b9caca4
529,Where is My Friend's House?,Where is My Friend's House?,where is my friend's house?,Abbas Kiarostami,abbas kiarostami,1989,4ce2b79e28ef5
823,"Femme Douce, Une",Une Femme Douce,une femme douce,Robert Bresson,robert bresson,1969,4ce2b6aa01fc8
823,"Inmigrant, The",The Inmigrant,the inmigrant,Charles Chaplin,charles chaplin,1917,4ce2b6bbbc04e
823,Land Without Bread,Land Without Bread,land without bread,Luis Buñuel,luis bunuel,1933,4ce2b6a2a2062
823,Limite,Limite,limite,Mario Peixoto,mario peixoto,1931,4ce2b73921037
823,Mission Impossible,Mission Impossible,mission impossible,Brian De Palma,brian de palma,1996,4ce2b7dc40838
823,Numéro deux,Numéro deux,numero deux,Jean-Luc Godard/Anne-Marie Miéville,jean-luc godard/anne-marie mieville,1975,4ce2b6beccfbf
823,Past and Present,Past and Present,past and present,Manoel de Oliveira,manoel de oliveira,1971,4ce2b754c1185
823,Pilgrimage,Pilgrimage,pilgrimage,John Ford,john ford,1933,4ce2b6b314674
823,Rio Bravo,Rio Bravo,rio bravo,Howard Hawks,howard hawks,1958,4ce2b6b461386
823,Vivir en Sevilla,Vivir en Sevilla,vivir en sevilla,Gonzalo García Pelayo,gonzalo garcia pelayo,,10007
800,Battleship Potemkin,Battleship Potemkin,battleship potemkin,Sergei M Eisenstein,sergei m eisenstein,1925,4ce2b6a68bd9d
800,"Blue Angel, The",The Blue Angel,the blue angel,Josef von Sternberg,josef von sternberg,1930,4ce2b6a5660d4
800,Cabaret,Cabaret,cabaret,Bob Fosse,bob fosse,1972,4ce2b6a6d26d5
800,Citizen Kane,Citizen Kane,citizen kane,Orson Welles,orson welles,1941,4ce2b6a7a801b
800,"Clockwork Orange, A",A Clockwork Orange,a clockwork orange,Stanley Kubrick,stanley kubrick,1971,4ce2b6a7b69f6
800,"dolce vita, La",La dolce vita,la dolce vita,Federico Fellini,federico fellini,1960,4ce2b6a90d39d
